---,ra,dec,dist,mag,spect,ci,x,y,z,lum,proper,hip,bf,gl
16672,11.161398,-54.714809,324.675293,7.07,B8V,-0.061,-183.045776,40.845428,-265.028198,136.395493,,54542,,
16673,11.261833,-22.915977,89.686096,7.07,A5V,0.226,-81.070038,15.864946,-34.922047,10.413579,,55002,,
16772,0.088857,68.88443,169.491501,7.08,B9,-0.006,61.042835,1.420452,158.111115,36.846817,,440,,
16773,0.305767,30.395941,161.812302,7.08,K3III,1.186,139.123886,11.160684,81.872429,33.573761,,1477,,
16774,0.601848,38.251968,348.432098,7.08,M0III,1.641,270.232605,42.934757,215.721527,155.739944,,2851,,
16775,0.889525,69.956108,323.624603,7.08,M...,1.481,107.924934,25.597811,304.022766,134.276489,,4179,,
16776,1.041563,8.821559,101.625999,7.08,F0,0.287,96.713425,27.045538,15.585128,13.243415,,4858,,
16777,1.621156,-0.350317,80.840698,7.08,G0,0.671,73.66703,33.288776,-0.494271,8.37915,,7549,,
16778,1.652106,-56.429375,47.5737,7.08,F5V,0.466,23.884018,11.026745,-39.638638,2.902686,,7699,,
16779,2.10399,-39.538898,384.615387,7.08,M3III,1.61,252.741745,155.243729,-244.846893,189.670593,,9812,,
16780,2.154732,-19.570242,178.571396,7.08,K2III,1.172,142.187103,89.959854,-59.814678,40.88839,,10043,,
16781,2.245043,30.394781,274.725311,7.08,A0V,0.01,197.201508,131.396011,138.998688,96.738647,,10453,,
16782,2.601197,29.403791,421.940887,7.08,A0IV,0.039,285.596283,231.419571,207.156723,228.244324,,12115,,
16783,2.679817,2.898471,138.888901,7.08,G5IV,1.015,105.95182,89.527512,7.023124,24.728626,,12496,,
16784,2.693488,-56.297188,184.162094,7.08,K4III,1.351,77.817909,66.233917,-153.209396,43.491062,,12566,,
16785,3.257428,-39.762054,327.868896,7.08,K0IIICN...,1.236,165.809555,189.812897,-209.7052,137.911346,,15162,,
16786,4.023864,28.501892,118.2033,7.08,A0,0.173,51.375542,90.283058,56.40517,17.914307,,18781,,
16787,4.055895,3.18782,270.270294,7.08,K2,1.667,131.491943,235.648087,15.029532,93.669891,,18922,,
16788,4.130357,62.332939,675.67572,7.08,B0V,0.375,147.507111,276.899719,598.419312,585.598572,,19270,,
16789,4.156789,58.56012,63.8162,7.08,F0,0.345,15.446443,29.485861,54.447212,5.223962,,19408,,
16790,4.318687,-47.567722,383.141815,7.08,K1III,1.219,110.149788,233.871506,-282.787537,188.278183,,20145,,
16791,4.351,56.712231,523.560181,7.08,K1III,1.427,120.234871,260.989166,437.656769,351.560455,,20308,,
16792,4.461293,-32.408642,85.543198,7.08,F3IV,0.466,28.311928,66.438736,-45.847233,9.384259,,20819,,
16793,4.53553,21.632359,38.699699,7.08,F5,0.641,13.456984,33.362431,14.266695,1.921321,,21158,,
16794,4.579427,50.124508,352.112701,7.08,A0,0.084,82.034378,210.31424,270.225189,158.927841,,21342,,
16795,4.613908,-8.460478,178.571396,7.08,A0,-0.033,62.697048,165.125916,-26.272701,40.88839,,21484,,
16796,4.89047,66.006172,215.517197,7.08,G5,0.931,25.100016,83.966232,196.894196,59.538788,,22733,,
16797,5.192782,35.957355,221.238907,7.08,K2,1.514,37.564316,175.09845,129.907516,62.748016,,24184,,
16798,5.384872,1.056909,232.0186,7.08,A0...,0.006,37.196682,228.977554,4.279699,69.055771,,25174,,
16799,5.808563,7.551313,80.5802,7.08,F2,0.413,4.001821,79.781075,10.58937,8.325302,,27431,,
16800,5.923581,-4.825623,114.285698,7.08,A0,0.136,2.278198,113.857803,-9.61411,16.74943,,28002,,
16801,6.046734,-53.582752,231.481506,7.08,G8III,0.97,-1.681299,137.411285,-186.276657,68.738495,,28636,,
16802,6.05603,31.39019,68.493202,7.08,F8,0.403,-0.857605,58.462311,35.675648,6.014506,,28683,,
16803,6.069773,-13.689505,364.963501,7.08,B9.5III,-0.018,-6.476842,354.536652,-86.372322,170.765442,,28739,,
16804,6.122228,26.682158,317.460297,7.08,B9,-0.056,-9.075174,283.509155,142.552612,129.181396,,29014,,
16805,6.343433,25.189011,100000,7.08,B9,0.017,-8125.120117,90125.35938,42560.57422,12823306,,30144,,
16806,6.466397,-13.160581,159.235703,7.08,B9III,-0.031,-18.885386,153.899094,-36.254944,32.508728,,30776,,
16807,6.59838,-11.374276,100000,7.08,K0,1.071,-15295.13379,96835.49219,-19721.7207,12823306,,31510,,
16808,7.282647,-71.749725,107.296097,7.08,F3IV,0.435,-11.07239,31.725061,-101.898849,14.763863,,35243,,
16809,7.435162,31.896685,111.607101,7.08,A0,0.026,-34.769875,88.144684,58.971924,15.966143,,36087,,
16810,7.60233,-27.503845,526.315796,7.08,K2III,1.507,-190.137634,426.355865,-243.056915,355.14032,,36987,,
16811,7.782721,-50.184467,523.560181,7.08,B5Vn,0.013,-150.845245,299.390991,-402.151917,351.560455,,37970,,
16812,7.792375,9.632559,44.0723,7.08,F8,0.576,-19.648983,38.754364,7.374575,2.491151,,38021,,
16813,7.792516,8.972266,61.500599,7.08,F0,0.428,-27.472942,54.180862,9.59141,4.848417,,38022,,
16814,7.831172,-40.914543,546.44812,7.08,B8V,-0.07,-190.468933,366.393524,-357.886688,383.001068,,38224,,
16815,7.855359,54.732296,218.818405,7.08,M0III,1.553,-58.984951,111.731277,178.657135,61.376202,,38354,,
16816,7.957784,-46.326618,358.422913,7.08,B5Vnn,-0.111,-121.377312,215.702667,-259.243103,164.740356,,38887,,
16817,8.315919,-39.07906,362.318787,7.08,B9III,-0.059,-160.271896,231.127548,-228.402908,168.26741,,40740,,
16818,8.359698,-8.670762,223.214294,7.08,A2,0.127,-127.811798,179.878799,-33.650982,63.914589,,40962,,
16819,8.446412,39.892216,257.731995,7.08,K0,1.166,-118.167099,158.555374,165.295227,85.19223,,41406,,
16820,8.514435,78.228432,245.700195,7.08,G5,0.932,-30.664423,39.651566,240.532806,77.410522,,41755,,
16821,8.772248,0.646848,263.852203,7.08,A5,0.19,-175.111176,197.345352,2.978728,89.289421,,43060,,
16822,8.869351,29.853716,151.745102,7.08,K0,1.032,-89.824318,96.189194,75.536781,29.539286,,43549,,
16823,8.971537,70.654648,168.0672,7.08,K2,1.217,-39.073013,39.659946,158.577972,36.207623,,44052,,
16824,9.106227,68.445137,104.166702,7.08,A5,0.266,-27.803032,26.298002,96.881927,13.918742,,44683,,
16825,9.297454,7.946072,189.393906,7.08,G5,0.922,-142.552261,121.915565,26.181995,46.004467,,45613,,
16826,9.390378,-77.890518,50.8647,7.08,F8/G0V,0.629,-8.275258,6.736308,-49.732887,3.317416,,46046,,
16827,9.555016,-86.010071,48.567299,7.08,F3/F5IV+...,0.431,-2.710327,2.018482,-48.449589,3.02552,,46892,,
16828,9.754648,8.882778,63.4921,7.08,F5,0.486,-52.200954,34.787758,9.804032,5.171303,,47862,,
16829,10.030242,-42.485447,173.310196,7.08,K1IIICN...,1.199,-111.186935,63.025417,-117.054214,38.512348,,49145,,
16830,10.055832,-10.72744,118.483398,7.08,K0,1.049,-101.656395,56.726597,-22.054167,17.996996,,49260,,
16831,10.21401,-32.515614,531.914917,7.08,K0III,1.134,-400.391418,202.163239,-285.919891,362.743805,,50030,,
16832,10.680552,-48.025105,291.545197,7.08,G8/K0p...,1.342,-183.468964,66.02317,-216.745865,109.043556,,52271,,
16833,10.704632,10.355518,523.560181,7.08,K5,1.74,-485.69873,171.332443,94.112823,351.560455,,52373,,
16834,10.924525,-26.978941,284.090912,7.08,K2/K3III,1.334,-243.205124,70.345284,-128.881516,103.46656,,53412,,
16835,11.026538,52.702415,180.505402,7.08,K0,1.092,-105.845268,27.574486,143.591873,41.763798,,53890,,
16836,11.140661,-65.428535,207.468903,7.08,G8III,1.105,-84.09726,19.245747,-188.681198,55.207745,,54449,,
16837,11.180572,-45.584332,100000,7.08,K2III,1.386,-68381.61719,14898.875,-71428.13281,12823306,,54624,,
16838,11.236265,-16.886147,189.393906,7.08,K0III,1.001,-177.617432,35.994759,-55.013405,46.004467,,54876,,
16839,11.242373,5.99279,185.185196,7.08,K0,1.132,-180.562225,36.291027,19.333946,43.974407,,54904,,
16840,11.607975,-16.850105,78.988899,7.08,G1V,0.561,-75.199821,7.745131,-22.896423,8.002027,,56614,,
16841,11.67186,62.396523,81.766098,7.08,F5,0.55,-37.746574,3.250898,72.459114,8.574327,,56933,,
16842,11.68959,-35.603695,125.944603,7.08,F0V,0.262,-102.062973,8.312535,-73.321846,20.342297,,57016,,
16843,11.7011,12.284915,46.794601,7.08,F6V,0.498,-45.583164,3.574259,9.956634,2.808019,,57080,,
16844,11.704671,-57.565105,262.467194,7.08,B9/B9.5V,-0.02,-140.351334,10.873401,-221.52269,88.307991,,57097,,
16845,11.870663,49.931686,421.940887,7.08,K1III,1.298,-271.447876,9.195076,322.901886,228.244324,,57876,,
16921,0.033384,-37.901878,153.609802,7.09,K0III,0.999,121.203323,1.059515,-94.364197,29.977818,,158,,
16922,0.065582,14.378864,76.628403,7.09,F0,0.303,74.217064,1.274393,19.029327,7.461051,,308,,
16923,0.069972,-30.134912,223.713593,7.09,B8V,-0.085,193.445404,3.544091,-112.312759,63.562359,,328,,
16924,0.193652,58.21183,100000,7.09,B5II: SB,0.137,52610.34766,2669.523926,85000.14844,12705741,,940,,
16925,0.7948,-31.352964,100000,7.09,K2III,1.394,83555.76563,17641.47656,-52030.875,12705741,,3715,,
16926,1.000771,60.50996,147.492599,7.09,G8II,0.969,70.128761,18.806187,128.383759,27.643944,,4674,,
16927,1.934053,80.908447,185.185196,7.09,K0,1.22,25.589714,14.191755,182.858734,43.571247,,9014,,
16928,1.943767,53.304546,478.468903,7.09,A0,-0.008,249.686966,139.296753,383.6474,290.803741,,9054,,
16929,2.006053,4.389502,254.452896,7.09,G5,0.941,219.514999,127.201317,19.474892,82.262138,,9368,,
16930,2.03889,46.842506,194.931793,7.09,B8,-0.053,114.786247,67.839455,142.198013,48.26141,,9508,,
16931,2.228168,25.596151,70.821503,7.09,F7V,0.468,53.308903,35.180813,30.596672,6.373823,,10378,,
16932,2.265718,79.179169,178.571396,7.09,A2,0.065,27.797949,18.739824,175.396225,40.513523,,10560,,
16933,2.402882,10.272474,134.770905,7.09,K0,1.228,107.225914,78.02787,24.033743,23.078096,,11194,,
16934,2.411517,29.244801,187.617294,7.09,K3III,1.28,132.148224,96.621468,91.65889,44.709518,,11240,,
16935,2.521019,46.394951,109.649101,7.09,A5,0.187,59.741615,46.365841,79.398056,15.275661,,11719,,
16936,2.694678,58.977432,84.104301,7.09,F6V,0.508,32.999222,28.10467,72.074486,8.986695,,12572,,
16937,3.057958,23.06148,34.0252,7.09,G0,0.624,21.798306,22.470079,13.328305,1.470957,,14230,,
16938,3.130708,-61.855026,236.966797,7.09,G8/K0III+..,0.732,76.288765,81.696968,-208.947113,71.318138,,14549,,
16939,3.194541,-0.494135,166.944901,7.09,K0,1.167,111.880959,123.899864,-1.439762,35.416039,,14841,,
16940,3.274275,-4.287298,128.534698,7.09,A2,0.101,83.897522,96.902229,-9.608954,20.989399,,15236,,
16941,3.404506,-24.300724,227.790405,7.09,K2III,1.297,130.461349,161.495529,-93.741646,65.947754,,15859,,
16942,3.880485,-22.276278,88.573997,7.09,A9V,0.304,43.182262,69.665604,-33.576015,9.972407,,18153,,
16943,4.288826,46.217674,680.272095,7.09,A2,0.364,203.881042,424.24707,491.13855,587.759949,,20000,,
16944,4.298807,58.79076,125.944603,7.09,A0,0.124,28.11355,58.893864,107.717751,20.155798,,20046,,
16945,4.504991,19.840576,47.103199,7.09,F6V,0.47,16.902235,40.956921,15.987137,2.818383,,21008,,
16946,5.227516,-3.622028,355.871887,7.09,B8V,-0.133,71.337677,347.922852,-22.481928,160.842194,,24367,,
16947,5.341168,-60.779846,154.798798,7.09,A3V,0.119,12.969526,74.446327,-135.100723,30.450891,,24929,,
16948,5.372122,59.277912,30.441401,7.09,G5,0.75,2.544711,15.342016,26.168936,1.177064,,25094,,
16949,5.618665,41.828259,44.189098,7.09,F8,0.569,3.281788,32.763432,29.469713,2.48199,,26392,,
16950,5.665188,13.022735,141.643097,7.09,A0,0.128,12.080713,137.470352,31.917526,25.49177,,26655,,
16951,5.86707,-15.506151,168.9189,7.09,A2III,0.136,5.66343,162.671997,-45.159084,36.240986,,27707,,
16952,5.894907,-5.704743,228.832993,7.09,B9,-0.01,6.263987,227.613495,-22.746485,66.557961,,27861,,
16953,6.002143,-64.310013,224.719101,7.09,K0III,1.006,-0.054608,97.416084,-202.506241,64.15049,,28420,,
16954,6.11915,14.449232,684.931519,7.09,K2,1.588,-20.686153,662.943848,170.905518,595.936523,,29000,,
16955,6.13658,37.982727,184.501801,7.09,A2,0.2,-5.198722,145.330688,113.546814,43.251385,,29090,,
16956,6.268356,37.636639,187.969894,7.09,K0,0.876,-10.449189,148.486023,114.784134,44.874538,,29767,,
16957,6.88314,2.743489,649.350586,7.09,G6II,1.113,-148.62883,631.347656,31.080931,535.549988,,33036,,
16958,6.901682,6.687726,204.081604,7.09,G5,0.979,-47.404514,197.071671,23.766932,52.917583,,33147,,
16959,7.000766,-30.078321,263.852203,7.09,K4III,1.488,-59.138371,220.530411,-132.238327,88.47081,,33692,,
16960,7.159833,25.728649,25.169901,7.09,G8V,0.7,-6.779706,21.63743,10.926572,0.804637,,34567,,
16961,7.312841,8.486839,215.517197,7.09,K0,1.047,-71.828453,200.690521,31.806511,58.992935,,35419,,
16962,7.385035,-62.271637,176.991196,7.09,K0III,0.974,-29.210299,76.995956,-156.66626,39.810719,,35806,,
16963,7.463726,-28.371206,301.204803,7.09,B5V,-0.119,-99.091515,245.804825,-143.127319,115.239136,,36246,,
16964,7.598016,-47.15567,248.756195,7.09,K3III,1.398,-68.721848,154.56778,-182.389023,78.632126,,36957,,
16965,7.628667,-7.727212,237.529694,7.09,A3,0.279,-97.345757,214.299225,-31.93749,71.713348,,37126,,
16966,7.641793,0.505019,485.43689,7.09,B9,0.4,-202.277359,441.264709,4.278703,299.502197,,37198,,
16967,7.821905,24.488726,43.0849,7.09,F5,0.488,-18.000599,34.83292,17.859301,2.359391,,38172,,
16968,7.827826,12.148764,227.790405,7.09,K0,1.238,-102.541367,197.675552,47.938641,65.947754,,38207,,
16969,7.923348,-47.313084,263.157898,7.09,M2III,1.616,-86.090981,156.274277,-193.439316,87.983253,,38700,,
16970,7.951598,20.96693,186.915894,7.09,G5,0.92,-85.347481,152.249466,66.883942,44.381298,,38856,,
16971,8.011456,18.245564,260.416687,7.09,G5,0.965,-124.303749,213.816864,81.533936,86.139038,,39169,,
16972,8.314923,-42.526737,178.571396,7.09,G8/K0III,0.951,-74.962395,108.163239,-120.702515,40.513523,,40735,,
16973,8.382546,-43.227875,341.296906,7.09,B5V,-0.114,-145.250168,201.853043,-233.754822,148.047134,,41085,,
16974,8.392172,-27.822353,33.156502,7.09,G0V,0.6,-17.187298,23.758553,-15.47519,1.397012,,41134,,
16975,8.41099,-11.524501,606.060608,7.09,K2,1.582,-350.432434,479.422028,-121.083,466.874329,,41221,,
16976,8.514088,-33.644756,84.104301,7.09,A9V,0.282,-42.827522,55.389771,-46.597317,8.986695,,41754,,
16977,8.611341,49.376289,917.431213,7.09,M0,1.675,-377.287872,463.093414,696.332092,1069.547363,,42239,,
16978,8.663923,-34.009811,276.243103,7.09,K2III,1.371,-147.065521,175.521805,-154.51239,96.917007,,42495,,
16979,8.769466,-26.612793,100000,7.09,K3III+...,1.321,-59290.87891,66917.27344,-44795.87109,12705741,,43041,,
16980,8.775862,-42.566265,377.35849,7.09,B4V,-0.115,-184.657745,207.708023,-255.261307,180.967255,,43085,,
16981,8.828113,64.264763,266.666687,7.09,K0,1.284,-78.109917,85.476357,240.21608,90.364944,,43332,,
16982,8.886537,37.070278,63.734901,7.09,G0,0.609,-34.875221,37.01128,38.419025,5.161786,,43634,,
16983,8.958015,-50.7495,100000,7.09,B0II,0.119,-44245.04297,45228.55469,-77438.71094,12705741,,43989,,
16984,9.066213,71.305473,77.700104,7.09,F0,0.319,-17.912806,17.302372,73.600716,7.670082,,44499,,
16985,9.133761,-2.476187,156.494507,7.09,G5,0.868,-114.357903,106.616524,-6.761213,31.102837,,44820,,
16986,9.135084,47.423702,177.935898,7.09,K0,1.175,-88.082588,82.06295,131.027908,40.216103,,44830,,
16987,9.291989,69.87352,252.525299,7.09,K0,1.084,-65.954987,56.570515,237.104919,81.058769,,45591,,
16988,9.331974,-13.30586,166.113007,7.09,G8/K0III,1.029,-123.796967,103.953102,-38.230785,35.05904,,45763,,
16989,9.332612,-35.498074,175.131302,7.09,G8/K0III,1.008,-109.205673,91.66967,-101.694473,38.976246,,45766,,
16990,9.490756,-17.505295,344.827606,7.09,Ap,0.11,-260.415619,200.827072,-103.722046,151.077576,,46533,,
16991,9.511487,-4.065393,299.401215,7.09,K2,1.419,-237.479156,181.092072,-21.226057,113.867554,,46648,,
16992,9.889418,-9.903688,246.913605,7.09,A0,0.022,-207.03833,127.663574,-42.467289,77.48185,,48491,,
16993,9.93937,-47.753891,290.697693,7.09,G8III,0.907,-167.684357,100.394676,-215.192978,107.349495,,48729,,
16994,10.033454,-34.173569,71.582001,7.09,A8III,0.291,-51.545666,29.16102,-40.207733,6.510285,,49165,,
16995,10.060785,-12.877245,206.611603,7.09,K3/K4III,1.389,-176.0112,97.919205,-46.046074,54.250031,,49289,,
16996,10.11446,-51.077724,381.679413,7.09,B9V,-0.032,-211.168427,113.622307,-296.946167,185.012039,,49537,,
16997,10.15637,-13.36231,628.930786,7.09,M1III,1.652,-542.002197,284.008057,-145.350876,502.573975,,49755,,
16998,10.15874,9.593089,100000,7.09,M3III:,1.645,-87366.03125,45710.55469,16664.98242,12705741,,49766,,
16999,10.198609,-44.728626,184.162094,7.09,G6III,0.91,-116.555458,59.441563,-129.604034,43.092331,,49951,,
17000,10.242166,16.138346,380.228088,7.09,K0,1.39,-327.245911,162.215012,105.687294,183.653839,,50175,,
17001,10.40169,34.193214,292.397705,7.09,K0,1.547,-220.989868,98.273926,164.323257,108.642563,,50929,,
17002,10.457047,-18.2868,274.725311,7.09,A0V,0.038,-239.857239,102.527,-86.201584,95.851738,,51193,,
17003,10.527187,-14.885082,192.678207,7.09,A0/A1IV/V,0.048,-172.540741,70.03418,-49.495399,47.162846,,51542,,
17004,10.538471,4.645358,291.545197,7.09,K0,1.111,-269.574249,108.493538,23.611666,108.043839,,51592,,
17005,10.559004,-46.975903,427.350403,7.09,Ap...,-0.092,-271.07962,107.409943,-312.421692,232.059845,,51688,,
17006,10.750632,3.306679,48.379299,7.09,F5,0.49,-45.738113,15.517554,2.790537,2.973035,,52574,,
17007,10.93655,-60.45356,100000,7.09,B2:pe,0.54,-47414.01563,13552.5625,-86995.625,12705741,,53461,,
17008,11.010523,-19.34301,64.977303,7.09,G8IV,0.778,-59.263912,15.704885,-21.521961,5.365374,,53816,,
17009,11.145172,-57.065811,100000,7.09,O9II:,0.08,-53011.75,12065.79297,-83929.5625,12705741,,54475,,
17010,11.214019,-13.933463,75.815002,7.09,F7III/IV,0.512,-72.031898,15.034736,-18.255869,7.30466,,54776,,
17011,11.64661,-47.851234,143.884903,7.09,K2/K3IIICN.,1.301,-96.142159,8.920352,-106.676979,26.302679,,56814,,
17012,11.967688,-31.65094,57.208199,7.09,F5V,0.478,-48.697353,0.411981,-30.0196,4.157191,,58363,,
17122,0.086186,-32.468674,122.549004,7.1,K1III,1.128,103.366447,2.332651,-65.789009,18.914724,,430,,
17123,0.167591,-8.974153,83.056503,7.1,F0,0.345,81.960838,3.598363,-12.955892,8.685603,,818,,
17124,0.29677,-1.862735,190.114105,7.1,G5,0.9,189.44043,14.748132,-6.179684,45.498806,,1424,,
17125,0.474011,-29.284756,55.3097,7.1,F5V,0.5,47.87009,5.971169,-27.054749,3.851235,,2239,,
17126,0.539385,58.338573,80.645203,7.1,F2,0.377,41.909214,5.957692,68.642349,8.188418,,2543,,
17127,0.733159,49.070438,653.594788,7.1,K0,1.05,420.326691,81.683304,493.801056,538.021973,,3444,,
17128,0.955611,52.239937,869.565186,7.1,K2,1.65,515.906311,131.830444,687.462341,952.357483,,4477,,
17129,1.188138,-13.503279,337.837799,7.1,M3III,1.494,312.734741,100.541046,-78.88549,143.747406,,5559,,
17130,1.344601,51.59478,546.44812,7.1,B9,0.041,318.64798,117.044037,428.216858,376.010529,,6287,,
17131,1.931293,-68.391891,190.839706,7.1,G8III,0.906,61.484715,34.03849,-177.428482,45.835293,,8995,,
17132,1.947805,52.489418,900.900879,7.1,K5,1.477,478.77533,267.765839,714.631409,1021.409729,,9077,,
17133,2.083738,64.385597,100000,7.1,B1III,0.307,36956.52734,22431.13086,90172.39063,12589254,,9720,,
17134,2.198653,-70.950951,215.053802,7.1,G8/K0III,0.995,58.878685,38.206749,-203.277359,58.237133,,10256,,
17135,2.431136,25.159632,289.855103,7.1,A3,0.271,210.986115,155.933746,123.229477,105.779129,,11336,,
17136,2.457906,-75.740349,277.008301,7.1,K0III,1.131,54.586281,40.93782,-268.473511,96.560608,,11434,,
17137,2.616037,24.648064,40.783001,7.1,F4V,0.41,28.708466,23.447935,17.008343,2.093148,30 Arietis,12184,30    Ari,
17138,2.794057,29.678526,350.877197,7.1,B9,0.015,226.863419,203.630447,173.730896,155.024384,,13047,,
17139,3.058888,-10.975071,50.6586,7.1,F8,0.495,34.619576,35.703819,-9.644479,3.229981,,14235,,
17140,3.459698,-39.880566,862.06897,7.1,K4III,1.507,408.23291,520.554382,-552.749512,935.836548,,16113,,
17141,3.732037,-19.110899,13.9489,7.1,K2V,0.927,7.373935,10.924326,-4.566838,0.245019,,17420,,
17142,4.782564,-21.211439,166.113007,7.1,K0III,1.02,48.525898,147.059784,-60.10146,34.737614,,22231,,
17143,4.811401,7.839974,328.947388,7.1,K5,1.509,99.774689,310.222534,44.870651,136.269913,,22346,,
17144,4.83998,17.202665,49.875301,7.1,F8,0.563,14.247848,45.464134,14.750834,3.130401,,22496,,
17145,4.882178,75.710098,59.4884,7.1,G5,0.74,4.23574,14.059107,57.647411,4.454511,,22703,,
17146,5.183036,-34.903774,515.463928,7.1,K3III,1.436,89.727989,413.106964,-294.948364,334.502991,,24131,,
17147,5.29546,-54.472351,210.084,7.1,G6/G8III,0.89,22.389753,120.008171,-170.973755,55.564831,,24688,,
17148,5.644367,-8.471016,218.340607,7.1,B9,-0.071,20.077709,215.02327,-32.163551,60.034374,,26541,,
17149,5.696522,63.295944,66.181297,7.1,G5,0.931,2.360434,29.646883,59.122375,5.515692,,26829,,
17150,5.73133,-21.279737,42.735001,7.1,F8/G0V,0.531,2.798608,39.722851,-15.509459,2.299323,,27021,,
17151,5.915714,-59.608459,156.006195,7.1,K0III,1.096,1.741315,78.905327,-134.569138,30.647848,,27964,,
17152,5.982187,29.983782,108.932503,7.1,A3,0.164,0.439992,94.352699,54.439545,14.9417,,28309,,
17153,6.017534,-37.071602,235.849106,7.1,G8III/IV,0.921,-0.863823,188.177963,-142.172806,70.016434,,28504,,
17154,6.026165,-16.398781,206.611603,7.1,K0III,1.058,-1.35769,198.201981,-58.330799,53.752666,,28547,,
17155,6.035096,65.059753,251.256302,7.1,K0,1.253,-0.973503,105.943497,227.826157,79.50602,,28592,,
17156,6.057243,3.862454,224.719101,7.1,K0,1.267,-3.359887,224.183731,15.137427,63.562359,,28689,,
17157,6.402944,60.084473,156.985901,7.1,K0,1.052,-8.243708,77.857208,136.069351,31.017015,,30458,,
17158,6.618263,-2.179035,375.939789,7.1,B9,-0.04,-60.540737,370.75766,-14.294049,177.991806,,31629,,
17159,6.646004,-16.260862,117.096001,7.1,A0V,0.021,-18.920982,110.807968,-32.78817,17.266329,,31785,,
17160,7.078157,-40.484005,400,7.1,K2III,1.273,-84.7379,292.19577,-259.694305,201.372421,,34137,,
17161,7.334623,-4.991446,91.324203,7.1,A5,0.289,-31.145134,85.480721,-7.945846,10.500258,,35543,,
17162,7.397536,-39.537811,202.429092,7.1,K0III,1.032,-55.85228,145.781296,-128.8638,51.570339,,35879,,
17163,7.400357,-3.978875,100000,7.1,K0,1.432,-35759.11328,93129.6875,-6938.865723,12589254,,35896,,
17164,7.53035,1.165165,230.946899,7.1,K0,1.008,-90.053474,212.614182,4.696205,67.173813,,36618,,
17165,7.761889,-5.678476,189.753296,7.1,A0,0.046,-84.040588,169.088684,-18.775316,45.33149,,37864,,
17166,7.880621,-50.52169,520.833313,7.1,B3V,0.011,-156.527252,291.808197,-402.013275,341.350067,,38477,,
17167,8.009004,18.843136,193.050201,7.1,A0,-0.006,-91.724709,158.010468,62.351025,46.902931,,39158,,
17168,8.130145,38.580639,114.8106,7.1,F0,0.337,-47.497242,76.15287,71.597672,16.595869,,39785,,
17169,8.306383,9.15141,425.531891,7.1,B8,-0.15,-238.534225,345.830109,67.678291,228.03421,,40691,,
17170,8.400034,68.924568,108.695702,7.1,F5,0.458,-22.974848,31.62151,101.424805,14.873049,,41170,,
17171,8.806345,-65.430466,158.982498,7.1,K0III,1.151,-44.314106,49.05164,-144.587799,31.827314,,43231,,
17172,8.916016,-15.779262,119.760498,7.1,K1III,1.048,-79.680946,83.264236,-32.566708,18.063421,,43772,,
17173,8.96294,38.258923,46.468399,7.1,F5,0.476,-25.549295,26.050014,28.773989,2.718942,,44014,,
17174,9.032996,2.671222,147.492599,7.1,A2,0.3,-105.075729,103.275887,6.873853,27.390503,,44359,,
17175,9.197439,-28.314814,134.770905,7.1,K0III/IV,1.057,-88.118011,79.448959,-63.923973,22.866516,,45141,,
17176,9.211493,-3.033071,302.114807,7.1,K0,1.314,-224.806915,201.195572,-15.985606,114.921158,,45203,,
17177,9.36356,88.570343,122.399002,7.1,A0,0.174,-2.35477,1.94442,122.360825,18.862532,,45919,,
17178,9.548581,-14.000689,146.412903,7.1,K0III,0.993,-113.797249,85.04229,-35.422195,26.98982,,46855,,
17179,10.172852,62.915627,76.569702,7.1,K0,0.965,-30.949274,16.047604,68.172836,7.379042,,49829,,
17180,10.174964,-67.841316,280.112,7.1,B5Vnn,-0.047,-93.81897,48.580532,-259.423706,98.809799,,49835,,
17181,10.206648,-15.068041,160.771698,7.1,A0/A1IV,0.065,-138.445892,70.238449,-41.795166,32.538685,,49995,,
17182,10.384806,35.217613,81.1688,7.1,A2,0.199,-60.471481,27.212397,46.808685,8.294687,,50857,,
17183,10.452683,-42.053043,149.253693,7.1,A3V,0.103,-101.855339,43.675903,-99.972862,28.054337,,51173,,
17184,10.461506,-44.342266,169.491501,7.1,G5IIIvar,0.896,-111.516258,47.513737,-118.46489,36.17429,,51217,,
17185,10.824115,17.146454,230.414703,7.1,K0,1,-209.823044,66.714111,67.929741,66.865181,,52926,,
17186,11.150711,30.040442,203.666,7.1,G5,0.868,-171.967896,38.878754,101.957474,52.23962,,54504,,
17187,11.31298,66.684242,124.378098,7.1,F0...,0.279,-48.434456,8.806811,114.221077,19.480495,,55241,,
17188,11.486008,67.458298,194.552505,7.1,K0,1.238,-73.908562,10.00605,179.688843,47.643097,,56042,,
17189,11.52549,17.749804,179.211502,7.1,A1II:,0.007,-169.365067,21.148539,54.634571,40.438961,,56219,,
17190,11.797231,49.822968,147.929001,7.1,A2V,0.062,-95.302094,5.063894,113.025764,27.542288,,57556,,
17191,11.801083,-35.225307,68.212799,7.1,G5/G6V,0.756,-55.646824,2.900576,-39.344681,5.855986,,57574,,NN 3687
17261,6.954825,-35.506504,43.196499,7.1,F8 IV-V,0,-8.698733,34.071182,-25.088327,2.348551,,0,,Gl 255B
17262,11.539406,61.083111,27.5179,7.1,G3 V,0,-13.209398,1.600598,24.087023,0.953235,,0,,Gl 431.1B
17263,0.151197,19.924688,105.708199,7.11,F5,0.476,99.302803,3.932791,36.023735,13.944406,,740,,
